time
1972-07-19T02:06:00.000Z
1972-07-31T06:06:00.000Z
1972-08-11T06:02:00.000Z
1972-08-23T05:44:00.000Z
1972-09-11T01:28:00.000Z
1972-09-20T08:27:00.000Z
