time,comment
1969-01-20T22:53:00.000Z,service_time:assumed_is_gmt
1969-02-01T00:55:00.000Z,service_time:assumed_is_gmt
1969-02-13T20:36:00.000Z,service_time:assumed_is_gmt
1969-02-25T22:44:00.000Z,service_time:assumed_is_gmt
1969-03-07T23:35:00.000Z,service_time:gmt_note
1969-03-21T21:57:00.000Z,service_time:assumed_is_gmt
1969-03-27T22:44:00.000Z,service_time:assumed_is_gmt
