time, comment
1975-10-11T00:44:00.000Z,
1975-10-18T00:45:00.000Z, Shifted by 6 mins prior to service sheet time
1975-10-25T00:26:00.000Z,
1975-11-01T00:42:00.000Z,
1975-11-08T00:38:00.000Z, Shifted by 10 mins prior to service sheet time
1975-11-15T00:35:00.000Z,
1975-11-27T05:11:00.000Z,
1975-11-29T00:43:00.000Z, Shifted by 10 mins prior to service sheet time
1975-12-06T00:28:00.000Z,
1975-12-13T00:38:00.000Z, Shifted by 8 mins prior to service sheet time
1975-12-20T00:40:00.000Z,
