time,comment
1974-05-18T00:29:00.000Z,ok
1974-05-25T01:06:00.000Z,ok
1974-06-01T01:03:00.000Z,ok
1974-06-08T00:40:00.000Z,ok
1974-06-22T00:46:00.000Z,ok
1974-06-29T00:44:00.000Z,assumed_is_gmt
1974-07-06T00:35:00.000Z,ok
1974-07-13T00:48:00.000Z,ok
