time
1971-09-11T00:45:00.000Z
1971-09-18T01:08:00.000Z
1971-09-25T01:08:00.000Z
1971-10-02T01:11:00.000Z
1971-10-09T01:02:00.000Z
1971-10-16T01:08:00.000Z
1971-10-23T00:45:00.000Z
1971-10-30T01:12:00.000Z
1971-11-06T01:00:00.000Z
1971-11-13T01:09:00.000Z
1971-11-20T01:00:00.000Z
