time,comment
1967-11-27T03:18:00.000Z,ok
1967-12-06T01:23:00.000Z,ok
1967-12-09T01:40:00.000Z,ok
1967-12-16T01:31:00.000Z,ok
1967-12-23T00:59:00.000Z,ok
1967-12-30T01:22:00.000Z,ok
1968-01-06T01:43:00.000Z,ok
1968-01-13T01:04:00.000Z,ok
1968-01-19T16:39:00.000Z,maybe_person_meant_pm_time
1968-01-27T01:03:00.000Z,ok
1968-02-03T01:28:00.000Z,ok
