time
1969-08-30T01:00:00.000Z
1969-09-06T01:14:00.000Z
1969-09-13T01:21:00.000Z
1969-09-20T00:45:00.000Z
1969-09-27T01:03:00.000Z
1969-10-04T01:05:00.000Z
1969-10-11T00:44:00.000Z
1969-10-18T00:38:00.000Z
1969-10-25T01:10:00.000Z
1969-11-01T00:57:00.000Z
1969-11-08T01:18:00.000Z
