time, comment
1974-12-21T00:32:00.000Z,
1974-12-28T00:46:00.000Z,
1975-01-04T00:42:00.000Z,
1975-01-11T00:31:00.000Z,
1975-01-18T00:49:00.000Z, Shifted 10 mins prior to service sheet time
1975-01-25T00:29:00.000Z,
1975-02-01T00:45:00.000Z, Shifted 10 mins prior to service sheet time
1975-02-08T00:52:00.000Z,
1975-02-15T00:32:00.000Z,
