time, comment
1976-03-06T00:32:00.000Z,
1976-03-13T00:35:00.000Z, Shifted by 15 mins prior to service sheet time
1976-03-20T00:44:00.000Z,
1976-03-27T02:15:00.000Z, Shifted by 15 mins prior to service sheet time
1976-04-03T00:26:00.000Z,
1976-04-10T00:52:00.000Z,
1976-04-17T00:32:00.000Z,
1976-04-24T00:48:00.000Z,
1976-05-01T01:10:00.000Z,
1976-05-08T00:38:00.000Z, Shifted by 20 mins prior to service sheet time
1976-05-15T00:45:00.000Z,
