time, comment
1975-12-27T00:30:00.000Z,
1976-01-03T00:30:00.000Z,
1976-01-10T00:55:00.000Z, Shifted by 15 mins prior to service sheet time
1976-01-17T00:40:00.000Z,
1976-01-24T00:42:00.000Z,
1976-01-31T00:46:00.000Z, Shifted by 5 mins prior to service sheet time
1976-02-07T00:27:00.000Z,
1976-02-14T00:51:00.000Z, Shifted by 8 mins prior to service sheet time
1976-02-21T00:46:00.000Z, Shifted by 6 mins prior to service sheet time
1976-02-28T00:39:00.000Z,
