time, comment
1975-03-08T00:49:00.000Z,
1975-03-15T00:00:00.000Z,
1975-03-22T00:36:00.000Z, Shifted by 10 mins prior to service sheet time
1975-03-29T00:23:00.000Z,
1975-04-05T00:37:00.000Z,
1975-04-12T00:42:00.000Z, Shifted by 10 mins prior to service sheet time
1975-04-19T00:41:00.000Z,
1975-04-26T00:27:00.000Z,
1975-05-03T00:53:00.000Z,
1975-05-10T00:44:00.000Z,
