time
1972-02-05T00:46:00.000Z
1972-02-12T00:47:00.000Z
1972-02-19T00:48:00.000Z
1972-02-26T00:56:00.000Z
1972-03-04T00:35:00.000Z
1972-03-11T01:13:00.000Z
1972-03-18T00:29:00.000Z
1972-03-25T00:52:00.000Z
1972-04-01T00:53:00.000Z
1972-04-08T00:47:00.000Z
1972-04-15T00:55:00.000Z
