time,comment
1973-12-15T00:59:00.000Z,ok
1973-12-29T04:13:00.000Z,ok
1974-01-05T00:42:00.000Z,assumed_is_gmt
1974-01-12T00:43:00.000Z,ok
1974-01-19T00:38:00.000Z,ok
1974-01-26T00:53:00.000Z,ok
1974-02-02T00:55:00.000Z,ok
1974-02-09T04:18:00.000Z,ok
1974-02-16T00:58:00.000Z,assumed_is_gmt
