time, comment
1975-05-17T00:21:00.000Z,
1975-05-24T00:34:00.000Z, Shifted by 15 mins prior to service sheet time
1975-05-31T00:33:00.000Z,
1975-06-07T01:00:00.000Z, Shifted by 1 hour 6 mins prior to service sheet time
1975-06-14T00:35:00.000Z,
1975-06-21T00:38:00.000Z,
1975-06-28T00:29:00.000Z,
1975-07-05T00:49:00.000Z,
1975-07-12T00:45:00.000Z,
1975-07-18T23:36:00.000Z, Shifted by 1 hour prior to service sheet time
