time
1973-05-05T00:59:00.000Z
1973-05-12T00:35:00.000Z
1973-05-19T00:50:00.000Z
1973-06-02T00:46:00.000Z
1973-06-09T00:45:00.000Z
1973-06-16T00:33:00.000Z
1973-06-23T00:32:00.000Z
1973-06-30T00:46:00.000Z
1973-07-07T00:43:00.000Z
1973-07-14T01:08:00.000Z
