time, comment
1975-05-22T10:08:00.000Z,
1975-06-07T16:50:00.000Z,
1975-06-21T17:22:00.000Z,
1975-06-29T15:29:00.000Z,
1975-07-06T17:47:00.000Z,
1975-07-12T14:48:00.000Z, service sheet under tape 015_AKU015
