time
1972-12-09T20:08:00.000Z
1972-12-16T16:16:00.000Z
1972-12-23T18:25:00.000Z
1973-01-01T15:15:00.000Z
1973-01-06T16:57:00.000Z
1973-01-13T16:31:00.000Z
1973-01-20T17:19:00.000Z
1973-02-03T18:49:00.000Z
1973-02-10T18:19:00.000Z
1973-02-17T18:24:00.000Z
1973-02-20T16:08:00.000Z
